,text,language
117,"


We were married within a fortnight.  Traddles and Sophy, and Doctor and
Mrs.  Strong, were the only guests at our quiet wedding.  We left them
full of joy; and drove away together.  Clasped in my embrace, I held the
source of every worthy aspiration I had ever had; the centre of myself,
the circle of my life, my own, my wife; my love of whom was founded on a
rock!

‘Dearest husband!’ said Agnes",english
118," Mell had taken me to see; and I was always afraid that Steerforth
would let it out, and twit him with it. 

We little thought, any one of us, I dare say, when I ate my breakfast
that first morning, and went to sleep under the shadow of the peacock’s
feathers to the sound of the flute, what consequences would come of the
introduction into those alms-houses of my insignificant person",english
119," I have ceased to carry my light burden up and down stairs
now.  She lies here all the day. 

‘Doady!’

‘My dear Dora!’

‘You won’t think what I am going to say, unreasonable, after what you
told me, such a little while ago, of Mr",english
120,"

‘You say you have seen her. 

‘The time was, Mas’r Davy,’ he said, as we came downstairs, ‘when I
thowt this girl, Martha, a’most like the dirt underneath my Em’ly’s
feet.  God forgive me, theer’s a difference now!’

As we went along, partly to hold him in conversation, and partly to
satisfy myself, I asked him about Ham",english
121," W.  being infirm, and
it being within the bounds of probability that his decease might lead
to some discoveries, and to the downfall of--HEEP’S--power over the W. 
family,--as I, Wilkins Micawber, the undersigned, assume--unless the
filial affection of his daughter could be secretly influenced from
allowing any investigation of the partnership affairs to be ever made,
the said--HEEP--deemed it expedient to have a bond ready by him, as from
Mr",english
122," Miss Mowcher continuing
all the time to shake her head (which was very much on one side), and to
look into the air with one eye, and to wink with the other.  On
Steerforth’s replying in the affirmative, she pushed a chair against it,
and begging the assistance of my hand, mounted up, pretty nimbly, to the
top, as if it were a stage",english
123,"

— Et comment cela? demanda le mousquetaire. 

— Écoutez.  Ce soir M.  Coquenard va chez M.  le duc de Chaulnes, qui l’a
mandé.  C’est pour une consultation qui durera deux heures au moins,
venez, nous serons seuls, et nous ferons nos comptes",french
124,"

‘What do you think of that for a kite?’ he said. 

I answered that it was a beautiful one.  I should think it must have been
as much as seven feet high. 

‘I made it.  We’ll go and fly it, you and I,’ said Mr",english
125," But Mr.  Jorkins has a way of stating his objections which often
deceives people.  No, Copperfield!’ shaking his head.  ‘Mr.  Jorkins is not
to be moved, believe me!’

I was completely bewildered between Mr",english
126," I stayed to dine at
a decent alehouse, some mile or two from the Ferry I have mentioned
before; and thus the day wore away, and it was evening when I reached
it.  Rain was falling heavily by that time, and it was a wild night; but
there was a moon behind the clouds, and it was not dark",english
127," Omer.  ‘If you was to go without seeing
my little elephant, you’d lose the best of sights.  You never see such
a sight! Minnie!’ A musical little voice answered, from somewhere
upstairs, ‘I am coming, grandfather!’ and a pretty little girl with
long, flaxen, curling hair, soon came running into the shop",english
128,"

Mais pour d’Artagnan tous les aspects revêtaient une forme heureuse,
toutes les idées avaient un sourire, toutes les ténèbres étaient
diaphanes.  L’heure du rendez-vous allait sonner. 

En effet, au bout de quelques instants, le beffroi de Saint-Cloud
laissa lentement tomber dix coups de sa large gueule mugissante",french
129," I had never hoped for this.  I had never thought it possible that
we three could be together undisturbed, once more; and I felt, for the
time, as if the old days were come back. 

We dined together by the fireside",english
130,"

«Je voulais vous exposer ce plan le jour où vous reçûtes ma première
invitation; mais vous n’êtes pas venu.  Heureusement, rien n’est perdu
pour ce retard, et aujourd’hui vous allez l’entendre.  Asseyez-vous là,
devant moi, monsieur d’Artagnan: vous êtes assez bon gentilhomme pour
ne pas écouter debout",french
131,"’

‘Is he his own enemy?’ said I, sorry to hear this. 

‘Well,’ returned Mr.  Waterbrook, pursing up his mouth, and playing with
his watch-chain, in a comfortable, prosperous sort of way.  ‘I should say
he was one of those men who stand in their own light",english
132,"

C’était tout ce que voulait M.  de Tréville; il souhaita à Bernajoux une
prompte convalescence, prit congé de M.  de La Trémouille, rentra à son
hôtel et fit aussitôt prévenir les quatre amis qu’il les attendait à
dîner",french
133," And a
more cheerful, amiable, honest, happy, bright-looking bride, I believe
(as I could not help saying on the spot) the world never saw.  I kissed
her as an old acquaintance should, and wished them joy with all my might
of heart",english
134," ‘I’m a-going to carry it away with me,
last of all.  And heer’s your old little bedroom, see, Mas’r Davy! A’most
as bleak tonight, as ‘art could wish!’

In truth, the wind, though it was low, had a solemn sound, and crept
around the deserted house with a whispered wailing that was very
mournful",english
135," Il voulait une explosion, parce qu’en cela la
mine fait du feu, et que le feu éclaire. 

«Affaires de police! s’écria le roi, relevant les paroles de M.  de
Tréville: affaires de police! et qu’en savez-vous, monsieur? Mêlez-vous
de vos mousquetaires, et ne me rompez pas la tête",french
136," Learning from Traddles
that the invitation referred to the evening then wearing away, I
expressed my readiness to do honour to it; and we went off together to
the lodging which Mr.  Micawber occupied as Mr",english
137," Age, Dora. ’

‘Do you think he is old?’ said Dora, astonished.  ‘Oh, how strange it
seems that Jip should be old!’

‘It’s a complaint we are all liable to, Little One, as we get on in
life,’ said my aunt, cheerfully; ‘I don’t feel more free from it than I
used to be, I assure you",english
138,"

— Moi, dit d’Artagnan, il me semble qu’avec mille livres chacun, il est
vrai que je ne parle pas en Spartiate, mais en procureur…»

Ce mot de procureur réveilla Porthos. 

«Tiens, j’ai une idée! dit-il",french
139,"

Bazin gratta à la porte; Aramis n’avait plus de raison pour le tenir à
distance; il lui permit d’entrer. 

Bazin resta stupéfait à la vue de cet or, et oublia qu’il venait
annoncer d’Artagnan, qui, curieux de savoir ce que c’était que le
mendiant, venait chez Aramis en sortant de chez Athos",french
140," I mustered courage once, to ask Miss Murdstone when
I was going back to school; and she answered dryly, she believed I was
not going back at all.  I was told nothing more.  I was very anxious to
know what was going to be done with me, and so was Peggotty; but neither
she nor I could pick up any information on the subject",english
141,"


«Aglaé Michon. 


«Et de quel rêve parle-t-elle? demanda le dragon, qui s’était approché
pendant la lecture. 

— Vous êtes fort heureux, dit Athos en se levant, et je voudrais bien
pouvoir en dire autant que vous!

— Chamais! reprit le Suisse, enchanté qu’un homme comme Athos lui
enviât quelque chose, chamais! chamais!»

D’Artagnan, voyant qu’Athos se levait, en fit autant, prit son bras, et
sortit",french
142,"

— Diable! fit d’Artagnan. 

— Le voici, dit Aramis d’un petit air modeste qui n’était pas exempt
d’une certaine teinte d’hypocrisie:

Vous qui pleurez un passé plein de charmes,
Et qui traînez des jours infortunés,
Tous vos malheurs se verront terminés,
Quand à Dieu seul vous offrirez vos larmes,
                    Vous qui pleurez",french
143," Don’t you think he would rather have his
favourite old pupil near him, than anybody else?’

‘Dear Agnes!’ said I.  ‘What should I do without you! You are always my
good angel.  I told you so.  I never think of you in any other light",english
144," And when
you talk of Mr.  Murdstone’s good intentions--’

‘I never talked of ‘em,’ said Peggotty. 

‘No, Peggotty,’ returned my mother, ‘but you insinuated.  That’s what I
told you just now.  That’s the worst of you",english
145,"
Autant avait été fait pour la reine et pour Mme la présidente.  Les
seigneurs et les dames de la suite de Leurs Majestés devaient
s’habiller deux par deux dans des chambres préparées à cet effet. 

Avant d’entrer dans le cabinet, le roi recommanda qu’on le vînt
prévenir aussitôt que paraîtrait le cardinal",french
146,"

— Et quelle est cette preuve?

— Veux-tu que ce soir je passe avec toi le temps que je passe
ordinairement avec ta maîtresse?

— Oh! oui, dit Ketty en battant des mains, bien volontiers. 

— Eh bien, ma chère enfant, dit d’Artagnan en s’établissant dans un
fauteuil, viens çà que je te dise que tu es la plus jolie soubrette que
j’aie jamais vue!»

Et il le lui dit tant et si bien, que la pauvre enfant, qui ne
demandait pas mieux que de le croire, le crut… Cependant, au grand
étonnement de d’Artagnan, la jolie Ketty se défendait avec une certaine
résolution",french
